Date,SalesPerson,Sales,Total Excluding Tax,Total Including Tax,Profit
18/01/2014,Amy Trefl,12,6823,7846.45,2756
18/01/2014,Anthony Grosse,21,8874.05,10205.16,4646.05
18/01/2014,Archer Lamble,18,21665.6,24915.44,10541.3
18/01/2014,Hudson Hollinworth,23,21501.6,24726.84,11051.8
18/01/2014,Hudson Onslow,15,13324,15322.6,8915.5
18/01/2014,Jack Potter,15,10526.4,12105.36,8494.7
18/01/2014,Kayla Woodcock,19,20939.5,24080.43,10317.3
18/01/2014,Lily Code,5,4969.6,5715.04,2892
18/01/2014,Sophia Hinton,11,4118.35,4736.1,2007.35
18/01/2014,Taj Shand,6,1690.4,1943.96,789.3
20/01/2014,Amy Trefl,26,40028.4,46032.66,23736.9
20/01/2014,Anthony Grosse,11,8836.8,10162.32,4779.4
20/01/2014,Archer Lamble,16,9198,10577.7,3469
20/01/2014,Hudson Hollinworth,32,19494.5,22418.68,9407.1
20/01/2014,Hudson Onslow,22,11203,12883.45,5788
20/01/2014,Jack Potter,30,26286,30228.9,13859.9
20/01/2014,Kayla Woodcock,24,13372,15377.8,7535
20/01/2014,Lily Code,16,6098.2,7012.93,3295.1
20/01/2014,Sophia Hinton,31,23581.7,27118.96,11954.7
20/01/2014,Taj Shand,12,15529.5,17858.93,7190
21/01/2014,Amy Trefl,22,14323.7,16472.26,6488.4
21/01/2014,Anthony Grosse,9,9029,10383.35,4923.5
21/01/2014,Archer Lamble,27,14690.3,16893.85,5436.9
21/01/2014,Hudson Hollinworth,23,19201.9,22082.19,10158
21/01/2014,Hudson Onslow,19,11180,12857.01,5995.5
21/01/2014,Jack Potter,20,20701.25,23806.43,9911.5
21/01/2014,Kayla Woodcock,32,14377.4,16534.01,7452.5
21/01/2014,Lily Code,24,14676.6,16878.09,5659.7
21/01/2014,Sophia Hinton,19,20050.4,23057.96,10048.1
21/01/2014,Taj Shand,32,14999.6,17249.54,8059.2
22/01/2014,Amy Trefl,37,34147,39269.05,16638.8
22/01/2014,Anthony Grosse,47,38773.85,44589.93,18507.85
22/01/2014,Archer Lamble,26,17501.95,20127.25,8746.35
22/01/2014,Hudson Hollinworth,44,27136.3,31206.75,13914.8
22/01/2014,Hudson Onslow,22,12752.3,14665.15,5723.4
22/01/2014,Jack Potter,21,25616.65,29459.15,12373.25
22/01/2014,Kayla Woodcock,24,15693,18046.95,8372.6
22/01/2014,Lily Code,53,30517,35094.56,12655.3
22/01/2014,Sophia Hinton,16,12517,14394.55,6731.5
22/01/2014,Taj Shand,36,29098.6,33463.39,12976.9
23/01/2014,Amy Trefl,7,2832.8,3257.72,1626.8
23/01/2014,Anthony Grosse,26,15073.1,17334.07,8094.5
23/01/2014,Archer Lamble,13,5345.25,6147.04,2506.45
23/01/2014,Hudson Hollinworth,3,2916,3353.4,504
23/01/2014,Hudson Onslow,34,12599.05,14488.91,5864.8
23/01/2014,Jack Potter,31,22785.45,26203.27,10875.7
23/01/2014,Kayla Woodcock,8,2309,2655.35,1412
23/01/2014,Lily Code,32,19654.7,22602.91,12000.6
23/01/2014,Sophia Hinton,21,9761,11225.15,5624.25
23/01/2014,Taj Shand,18,21653,24900.96,10706.2
24/01/2014,Amy Trefl,4,1987,2285.05,1150.5
24/01/2014,Anthony Grosse,29,17122.7,19691.11,9476.2
24/01/2014,Archer Lamble,19,9028.35,10382.6,3143.8
24/01/2014,Hudson Hollinworth,20,21415.9,24628.29,10652.1
24/01/2014,Hudson Onslow,18,15800.4,18170.46,8720
24/01/2014,Jack Potter,25,12981,14928.15,6393.75
24/01/2014,Kayla Woodcock,33,62740.2,72151.23,36853.05
24/01/2014,Lily Code,36,24103.95,27719.55,11028.85
24/01/2014,Sophia Hinton,15,12028.45,13832.72,6555.1
24/01/2014,Taj Shand,11,8440.6,9706.69,4170.3
25/01/2014,Amy Trefl,7,3305.2,3800.98,1671
25/01/2014,Anthony Grosse,22,13508,15534.2,6109.25
25/01/2014,Archer Lamble,5,7070,8130.5,3436
25/01/2014,Hudson Hollinworth,11,6721.6,7729.84,3469
25/01/2014,Hudson Onslow,8,8241.7,9477.96,4594.8
25/01/2014,Lily Code,8,2708.2,3114.43,1460
25/01/2014,Sophia Hinton,7,6255,7193.25,2187
25/01/2014,Taj Shand,12,3715.3,4272.6,1910.6
27/01/2014,Amy Trefl,27,16781.55,19298.78,8377.95
27/01/2014,Anthony Grosse,39,34690.8,39894.42,19335.15
27/01/2014,Archer Lamble,24,21178.05,24354.76,9749.9
27/01/2014,Hudson Hollinworth,35,19075.5,21936.83,7530.35
27/01/2014,Hudson Onslow,17,7577,8713.55,3466.5
27/01/2014,Jack Potter,13,3943,4534.45,1510
27/01/2014,Kayla Woodcock,32,20403.5,23464.03,10431.45
27/01/2014,Lily Code,21,11223.3,12906.8,4695.4
27/01/2014,Sophia Hinton,27,25591.6,29430.34,11967.3
27/01/2014,Taj Shand,37,24630.1,28324.62,13596.8
28/01/2014,Amy Trefl,19,9826.8,11300.82,3521.2
28/01/2014,Anthony Grosse,11,7459.1,8577.97,4451.7
28/01/2014,Archer Lamble,26,14987.05,17235.11,8284.55
28/01/2014,Hudson Hollinworth,10,8869.2,10199.58,3646.45
28/01/2014,Hudson Onslow,48,34544.7,39726.41,17330.6
28/01/2014,Jack Potter,22,12541.8,14423.07,5105.1
28/01/2014,Kayla Woodcock,22,37011.75,42563.51,16054.25
28/01/2014,Lily Code,21,18105.8,20821.67,11613.6
28/01/2014,Sophia Hinton,9,5127,5896.05,2191.5
28/01/2014,Taj Shand,13,5487.25,6310.34,2471
29/01/2014,Amy Trefl,36,17643.15,20289.62,9363.15
29/01/2014,Anthony Grosse,29,19459.75,22378.71,10076.5
29/01/2014,Archer Lamble,35,23351.2,26853.88,11319.5
29/01/2014,Hudson Hollinworth,24,9238.6,10624.39,4517.8
29/01/2014,Hudson Onslow,51,39535.8,45466.17,19791
29/01/2014,Jack Potter,25,20220.75,23253.86,8768.25
29/01/2014,Kayla Woodcock,35,23138.9,26609.74,11606
29/01/2014,Lily Code,28,9087.8,10450.98,4804.1
29/01/2014,Sophia Hinton,25,22629.8,26024.27,11793.7
29/01/2014,Taj Shand,20,13775.6,15841.94,6689
30/01/2014,Amy Trefl,18,10233.8,11768.87,5372.9
30/01/2014,Anthony Grosse,5,2400,2760,1262
30/01/2014,Archer Lamble,15,7162.6,8236.99,3958.8
30/01/2014,Hudson Hollinworth,13,15026,17279.9,7825
30/01/2014,Hudson Onslow,7,4935.8,5676.17,2682.8
30/01/2014,Jack Potter,10,16456.2,18924.63,6962.6
30/01/2014,Kayla Woodcock,7,6923.2,7961.68,2500.5
30/01/2014,Lily Code,8,6081.2,6993.38,2824.2
30/01/2014,Sophia Hinton,34,19944.25,22935.89,9439.45
30/01/2014,Taj Shand,7,4228.8,4863.12,2478.4
31/01/2014,Amy Trefl,23,21972.4,25268.26,8948
31/01/2014,Anthony Grosse,22,24148.65,27770.95,11508.6
31/01/2014,Archer Lamble,35,22889.35,26322.76,10248.55
31/01/2014,Hudson Hollinworth,28,14687.4,16890.51,8105.3
31/01/2014,Hudson Onslow,24,15731,18090.66,8993.5
31/01/2014,Jack Potter,54,30066.25,34576.2,15626.5
31/01/2014,Kayla Woodcock,22,7503.95,8629.55,3891.65
31/01/2014,Lily Code,23,21529.5,24758.93,11566.1
31/01/2014,Sophia Hinton,32,27893.5,32077.53,12219.5
31/01/2014,Taj Shand,42,17447.5,20064.64,8011.4
01/02/2014,Amy Trefl,7,2140.4,2461.46,1055.2
01/02/2014,Archer Lamble,4,2990,3438.5,1465
01/02/2014,Hudson Hollinworth,3,1037.75,1193.41,294.75
01/02/2014,Hudson Onslow,5,5271.1,6061.77,1459.5
01/02/2014,Jack Potter,9,10829,12453.35,5108
01/02/2014,Kayla Woodcock,4,1773.6,2039.64,1000.2
01/02/2014,Lily Code,3,3324,3822.6,2512
01/02/2014,Sophia Hinton,8,3065.3,3525.1,602.8
01/02/2014,Taj Shand,5,1987,2285.05,1018.5
03/02/2014,Amy Trefl,32,29222.3,33605.65,14483.05
03/02/2014,Anthony Grosse,32,35470.25,40790.79,16185.3
03/02/2014,Archer Lamble,18,6964.6,8009.29,3376.6
03/02/2014,Hudson Hollinworth,11,6015,6917.25,3455.75
03/02/2014,Hudson Onslow,31,25736.5,29596.98,13454.5
03/02/2014,Jack Potter,7,5284,6076.6,2994
03/02/2014,Kayla Woodcock,17,17891.25,20574.94,7919.25
03/02/2014,Lily Code,18,6249.4,7186.81,3814.75
03/02/2014,Sophia Hinton,19,20280,23322,11110.5
03/02/2014,Taj Shand,13,16901.2,19436.38,8715.5
04/02/2014,Amy Trefl,10,2516,2893.4,1512
04/02/2014,Anthony Grosse,9,6111.8,7028.57,1735.7
04/02/2014,Archer Lamble,11,10664.25,12263.89,5948.75
04/02/2014,Hudson Hollinworth,15,7356.1,8459.52,3567.5
04/02/2014,Hudson Onslow,19,6569.5,7554.93,1855.5
04/02/2014,Jack Potter,9,3576.25,4112.69,2214
04/02/2014,Kayla Woodcock,22,15975.6,18371.94,8209.7
04/02/2014,Lily Code,14,5314,6111.1,2634
04/02/2014,Sophia Hinton,24,18808.95,21630.29,7744.95
04/02/2014,Taj Shand,12,5607.25,6448.34,2940.3
05/02/2014,Amy Trefl,35,25488.3,29311.55,13837.6
05/02/2014,Anthony Grosse,25,10180.7,11707.81,4382.9
05/02/2014,Archer Lamble,29,14215.05,16347.31,6772.5
05/02/2014,Hudson Hollinworth,32,19691.5,22645.23,9327.8
05/02/2014,Hudson Onslow,31,21825.45,25099.27,10481.65
05/02/2014,Jack Potter,18,22308.4,25654.66,9167
05/02/2014,Kayla Woodcock,37,26271.6,30212.34,15317.1
05/02/2014,Lily Code,16,8335.2,9585.48,3365.1
05/02/2014,Sophia Hinton,32,44063.1,50672.57,20920.9
05/02/2014,Taj Shand,26,25010.2,28761.74,11309.35
06/02/2014,Amy Trefl,25,12762.9,14677.34,6127.1
06/02/2014,Anthony Grosse,39,28253.3,32491.3,15055.8
06/02/2014,Archer Lamble,39,25280.15,29072.17,13676.8
06/02/2014,Hudson Hollinworth,43,20476.15,23547.57,10676.2
06/02/2014,Hudson Onslow,41,34573.25,39759.24,17012.75
06/02/2014,Jack Potter,32,32143.75,36965.32,16175
06/02/2014,Kayla Woodcock,18,12439,14304.85,5738
06/02/2014,Lily Code,22,12146.8,13968.82,6014.3
06/02/2014,Sophia Hinton,51,33563,38597.46,15425.75
06/02/2014,Taj Shand,27,13238.4,15224.16,6942.9
07/02/2014,Amy Trefl,20,30666.3,35266.25,13384.7
07/02/2014,Anthony Grosse,22,13402.5,15412.88,6295.5
07/02/2014,Archer Lamble,3,1927.5,2216.63,389.5
07/02/2014,Hudson Hollinworth,16,7962.4,9156.76,4156.7
07/02/2014,Hudson Onslow,9,8623.6,9917.14,4515.6
07/02/2014,Jack Potter,30,12496.8,14371.32,6898.75
07/02/2014,Kayla Woodcock,22,14008.7,16110.01,7324.7
07/02/2014,Lily Code,14,14475,16646.25,6697.5
07/02/2014,Sophia Hinton,7,2277,2618.55,1374
07/02/2014,Taj Shand,28,24790.85,28509.48,12273.5
08/02/2014,Amy Trefl,10,7020.75,8073.87,2545.75
08/02/2014,Anthony Grosse,26,10191.15,11719.83,6234.95
08/02/2014,Archer Lamble,8,3101.5,3566.73,1636.5
08/02/2014,Hudson Hollinworth,23,14712,16918.8,7972.5
08/02/2014,Hudson Onslow,23,20491,23564.65,9159
08/02/2014,Jack Potter,18,4936.3,5676.75,1392.8
08/02/2014,Kayla Woodcock,10,4141,4762.15,1882
08/02/2014,Lily Code,17,12146.2,13968.13,6368.1
08/02/2014,Sophia Hinton,20,16124.2,18542.83,7941.2
08/02/2014,Taj Shand,7,8371,9626.65,3739.5
10/02/2014,Amy Trefl,12,10943.5,12585.03,5781.5
10/02/2014,Anthony Grosse,20,22085.2,25397.98,11229.9
10/02/2014,Archer Lamble,28,21322,24520.3,11557
10/02/2014,Hudson Hollinworth,10,4082.8,4695.22,1746.3
10/02/2014,Hudson Onslow,23,14281,16423.15,6924.5
10/02/2014,Jack Potter,8,1938,2228.7,1120.5
10/02/2014,Kayla Woodcock,9,6974,8020.1,2718.5
10/02/2014,Lily Code,26,19658.4,22607.17,9010.75
10/02/2014,Sophia Hinton,19,11070.7,12731.31,4710.5
10/02/2014,Taj Shand,19,14792.15,17010.97,5747.9
11/02/2014,Amy Trefl,22,8524.75,9803.47,4403.5
11/02/2014,Anthony Grosse,20,22583.6,25971.14,10843.1
11/02/2014,Archer Lamble,23,17854.15,20532.28,9243.55
11/02/2014,Hudson Hollinworth,2,826.2,950.13,428.7
11/02/2014,Hudson Onslow,18,8335.6,9585.94,4246.7
11/02/2014,Jack Potter,24,19195,22074.25,9592
11/02/2014,Kayla Woodcock,16,14561.1,16745.27,6292.2
11/02/2014,Lily Code,19,19395.4,22304.71,10272.2
11/02/2014,Sophia Hinton,28,13318.85,15316.68,6807.8
11/02/2014,Taj Shand,18,12024.1,13827.72,5911.5
12/02/2014,Amy Trefl,30,15082.55,17344.93,6654.45
12/02/2014,Anthony Grosse,37,27930.75,32120.36,13316.85
12/02/2014,Archer Lamble,32,19228.2,22112.43,10206.2
12/02/2014,Hudson Hollinworth,13,8526.75,9805.76,4041.75
12/02/2014,Hudson Onslow,17,12377.85,14234.53,6431.65
12/02/2014,Jack Potter,40,24193.3,27822.29,11755.55
12/02/2014,Kayla Woodcock,14,8727.2,10036.28,5119.8
12/02/2014,Lily Code,23,14179,16305.85,7459
12/02/2014,Sophia Hinton,34,29331.6,33731.34,15015
12/02/2014,Taj Shand,17,12771,14686.65,7862
13/02/2014,Amy Trefl,39,43116.95,49584.5,19780.75
13/02/2014,Anthony Grosse,19,8285.25,9528.04,3437
13/02/2014,Archer Lamble,39,31779,36545.85,16172
13/02/2014,Hudson Hollinworth,29,15045.8,17302.67,7818.6
13/02/2014,Hudson Onslow,22,8295.3,9539.6,3459.7
13/02/2014,Jack Potter,22,12195,14024.25,6416.9
13/02/2014,Kayla Woodcock,39,25228,29012.2,13351
13/02/2014,Lily Code,40,23012.7,26464.61,11437.9
13/02/2014,Sophia Hinton,40,42857.1,49285.67,21320
13/02/2014,Taj Shand,34,39262.2,45151.53,17625.8
14/02/2014,Amy Trefl,9,15688.4,18041.66,7703.7
14/02/2014,Anthony Grosse,12,11370,13075.5,5994
14/02/2014,Archer Lamble,16,10408,11969.2,5081.7
14/02/2014,Hudson Hollinworth,11,8610,9901.5,4482.5
14/02/2014,Hudson Onslow,6,1202,1382.3,249
14/02/2014,Jack Potter,22,11557.8,13291.47,5897.4
14/02/2014,Kayla Woodcock,10,6112,7028.8,4397
14/02/2014,Lily Code,9,11880.75,13662.86,6454.75
14/02/2014,Sophia Hinton,20,14154.4,16277.56,6731.8
14/02/2014,Taj Shand,8,3140.7,3611.81,1697.7
15/02/2014,Amy Trefl,17,17814,20486.1,9324.5
15/02/2014,Anthony Grosse,7,6172,7097.8,2347
15/02/2014,Archer Lamble,10,7472,8592.8,4152.5
15/02/2014,Hudson Hollinworth,14,4439.6,5105.55,2487.3
15/02/2014,Hudson Onslow,8,1963,2257.45,1083.5
15/02/2014,Jack Potter,5,2217,2549.55,1336
15/02/2014,Kayla Woodcock,6,702,807.3,421
15/02/2014,Taj Shand,7,3262,3751.3,2105
17/02/2014,Amy Trefl,26,11650,13397.5,5838.4
17/02/2014,Anthony Grosse,7,2568,2953.2,1339.5
17/02/2014,Archer Lamble,24,14452.7,16620.61,7963.6
17/02/2014,Hudson Hollinworth,9,7792.8,8961.72,3503.2
17/02/2014,Hudson Onslow,12,7048,8105.2,3773.5
17/02/2014,Jack Potter,22,26633,30627.95,14319.5
17/02/2014,Kayla Woodcock,9,5314,6111.1,2241
17/02/2014,Lily Code,21,9917.25,11404.85,4249.45
17/02/2014,Sophia Hinton,42,32038,36843.7,14944.9
17/02/2014,Taj Shand,15,13989.2,16087.58,6622.5
18/02/2014,Amy Trefl,24,9685.9,11138.79,4909.5
18/02/2014,Anthony Grosse,22,22644,26040.6,11858.2
18/02/2014,Archer Lamble,23,28706,33011.9,15736.5
18/02/2014,Hudson Hollinworth,37,16235,18670.26,8869.75
18/02/2014,Hudson Onslow,39,22382.45,25739.82,11101.25
18/02/2014,Jack Potter,16,8806.5,10127.48,4412.6
18/02/2014,Kayla Woodcock,29,22160.4,25484.46,10912.25
18/02/2014,Lily Code,17,12083.8,13896.37,5171.8
18/02/2014,Sophia Hinton,10,5238,6023.7,1443
18/02/2014,Taj Shand,20,9324.7,10723.41,5492.3
19/02/2014,Amy Trefl,5,4585,5272.75,2375.5
19/02/2014,Anthony Grosse,7,10305.1,11850.87,5898.3
19/02/2014,Archer Lamble,4,599,688.85,389
19/02/2014,Hudson Hollinworth,27,12630.7,14525.31,6855.9
19/02/2014,Hudson Onslow,14,25118,28885.7,12582.5
19/02/2014,Jack Potter,5,1381.2,1588.38,870.9
19/02/2014,Kayla Woodcock,13,5989.2,6887.58,3295.5
19/02/2014,Lily Code,14,15039,17294.85,7083.5
19/02/2014,Sophia Hinton,13,6446.1,7413.02,3216.3
19/02/2014,Taj Shand,15,10615,12207.25,4769.1
20/02/2014,Amy Trefl,40,26646.15,30643.07,11825.2
20/02/2014,Anthony Grosse,18,8784.9,10102.64,4181
20/02/2014,Archer Lamble,39,35259.25,40548.16,19149.95
20/02/2014,Hudson Hollinworth,32,15725.75,18084.61,8008.9
20/02/2014,Hudson Onslow,26,9976.2,11472.63,4499.8
20/02/2014,Jack Potter,25,20863.1,23992.57,9596.9
20/02/2014,Kayla Woodcock,36,16361.95,18816.26,8199.95
20/02/2014,Lily Code,18,14085.6,16198.45,7130.7
20/02/2014,Sophia Hinton,8,4312,4958.8,1260.5
20/02/2014,Taj Shand,40,41764,48028.6,21684
21/02/2014,Amy Trefl,27,25197.8,28977.47,11594.9
21/02/2014,Anthony Grosse,25,18963.5,21808.03,9893.5
21/02/2014,Archer Lamble,24,14446.2,16613.13,7924.7
21/02/2014,Hudson Hollinworth,28,25063.6,28823.14,13121.2
21/02/2014,Hudson Onslow,23,6213.8,7145.87,3517.3
21/02/2014,Jack Potter,21,12480.6,14352.7,6863.9
21/02/2014,Kayla Woodcock,34,43158.95,49632.8,18443.85
21/02/2014,Lily Code,31,19532.35,22462.2,10327.25
21/02/2014,Sophia Hinton,32,12912.4,14849.26,6303.7
21/02/2014,Taj Shand,28,9266.35,10656.31,4596.15
22/02/2014,Amy Trefl,18,21609,24850.36,15144.5
22/02/2014,Anthony Grosse,13,6258.7,7197.51,2670.9
22/02/2014,Archer Lamble,23,17315.65,19913,7914.75
22/02/2014,Hudson Hollinworth,11,6506.4,7482.36,2514.2
22/02/2014,Hudson Onslow,16,6645.8,7642.67,3865.5
22/02/2014,Jack Potter,21,7902.2,9087.53,2698.5
22/02/2014,Kayla Woodcock,12,6774.6,7790.79,3606.7
22/02/2014,Lily Code,8,2836,3261.4,1583
22/02/2014,Sophia Hinton,4,625.5,719.33,381
24/02/2014,Amy Trefl,20,11741,13502.15,6072.5
24/02/2014,Anthony Grosse,2,1091,1254.65,559.5
24/02/2014,Archer Lamble,26,7482.4,8604.76,3852.3
24/02/2014,Hudson Hollinworth,16,7832.95,9007.9,3967.35
24/02/2014,Hudson Onslow,9,5616,6458.4,2878
24/02/2014,Jack Potter,5,704,809.6,343
24/02/2014,Kayla Woodcock,25,19676.75,22628.26,9694.25
24/02/2014,Lily Code,5,6616,7608.4,3067
24/02/2014,Sophia Hinton,19,11388.7,13097.01,5945
24/02/2014,Taj Shand,3,2736,3146.4,1749
25/02/2014,Amy Trefl,13,8549.4,9831.81,4945.3
25/02/2014,Anthony Grosse,21,15469.75,17790.21,7731.25
25/02/2014,Archer Lamble,46,38647.2,44444.29,19007.3
25/02/2014,Hudson Hollinworth,21,16539.65,19020.6,8935.95
25/02/2014,Hudson Onslow,32,20265.05,23304.82,13865.65
25/02/2014,Jack Potter,25,16207.5,18638.64,8010.5
25/02/2014,Kayla Woodcock,29,16691.95,19195.75,8974.1
25/02/2014,Lily Code,26,28522,32800.3,13941
25/02/2014,Sophia Hinton,34,22162.3,25486.65,11895.3
25/02/2014,Taj Shand,22,21374.25,24580.39,11395.75
26/02/2014,Amy Trefl,27,24212.6,27844.49,12147.85
26/02/2014,Anthony Grosse,27,29878.8,34360.62,14813.2
26/02/2014,Archer Lamble,24,37736.45,43396.92,16997.15
26/02/2014,Hudson Hollinworth,27,14851.6,17079.34,7392
26/02/2014,Hudson Onslow,20,20043.6,23050.14,9803.8
26/02/2014,Jack Potter,33,9253.55,10641.58,4476.95
26/02/2014,Kayla Woodcock,21,11228.6,12912.89,6234.3
26/02/2014,Lily Code,25,28779.1,33095.97,13792.1
26/02/2014,Sophia Hinton,37,23841.5,27417.73,12942.9
26/02/2014,Taj Shand,41,43401.95,49912.24,22430.35
27/02/2014,Amy Trefl,15,21530,24759.5,10442.5
27/02/2014,Anthony Grosse,16,15268.6,17558.89,7181.8
27/02/2014,Archer Lamble,46,30383.3,34940.8,14806.1
27/02/2014,Hudson Hollinworth,10,2200,2530,1202.5
27/02/2014,Hudson Onslow,29,29610.85,34052.48,14775.65
27/02/2014,Jack Potter,13,3782.9,4350.34,2030.8
27/02/2014,Kayla Woodcock,37,24810.7,28532.31,11890.35
27/02/2014,Lily Code,22,7680.3,8832.35,3980
27/02/2014,Sophia Hinton,14,8101.2,9316.38,5062.5
27/02/2014,Taj Shand,18,28527.4,32806.51,11904.1
28/02/2014,Amy Trefl,15,21377.4,24584.01,10233.9
28/02/2014,Anthony Grosse,13,6512,7488.8,2458
28/02/2014,Archer Lamble,16,8159.7,9383.66,3481
28/02/2014,Hudson Hollinworth,14,10996.8,12646.32,6126.4
28/02/2014,Hudson Onslow,16,21474,24695.1,10588.75
28/02/2014,Jack Potter,13,10937.4,12578.01,5622.4
28/02/2014,Kayla Woodcock,32,31630.8,36375.42,15193.6
28/02/2014,Lily Code,10,8002,9202.3,4551
28/02/2014,Sophia Hinton,15,20295,23339.25,8975.5
28/02/2014,Taj Shand,18,15099,17363.86,7159.5
01/03/2014,Amy Trefl,18,8965.9,10310.79,3649.2
01/03/2014,Anthony Grosse,17,26730.8,30740.42,11186
01/03/2014,Archer Lamble,8,6490.35,7463.9,2262.95
01/03/2014,Hudson Hollinworth,5,6874,7905.1,3861
01/03/2014,Hudson Onslow,4,3234,3719.1,774
01/03/2014,Jack Potter,11,4703,5408.45,2492
01/03/2014,Kayla Woodcock,16,11929.2,13718.59,5477.3
01/03/2014,Lily Code,6,3037,3492.55,1116.5
01/03/2014,Sophia Hinton,18,9610,11051.5,4246.7
01/03/2014,Taj Shand,18,17909.5,20595.94,6984
03/03/2014,Amy Trefl,42,30577.8,35164.47,13539.9
03/03/2014,Anthony Grosse,33,44995.8,51745.17,22198.9
03/03/2014,Archer Lamble,30,12747.6,14659.74,6534.3
03/03/2014,Hudson Hollinworth,23,37845.3,43522.1,22889.9
03/03/2014,Hudson Onslow,24,10098.7,11613.51,5393.7
03/03/2014,Jack Potter,18,7384.15,8491.77,3353.95
03/03/2014,Kayla Woodcock,16,8595.5,9884.83,4493
03/03/2014,Lily Code,33,19560.85,22494.98,8900.35
03/03/2014,Sophia Hinton,28,22301.2,25646.38,10461
03/03/2014,Taj Shand,19,9841.05,11317.21,4940.4
04/03/2014,Amy Trefl,38,28464.6,32734.3,14334.15
04/03/2014,Anthony Grosse,20,12474.4,14345.56,6760.9
04/03/2014,Archer Lamble,21,8882.2,10214.53,4182.7
04/03/2014,Hudson Hollinworth,34,35404.2,40714.83,20772.3
04/03/2014,Hudson Onslow,26,17469.6,20090.04,8124.2
04/03/2014,Jack Potter,13,12680,14582,7042.5
04/03/2014,Kayla Woodcock,18,30203.45,34733.97,15749.2
04/03/2014,Lily Code,29,30606.35,35197.3,15037.15
04/03/2014,Sophia Hinton,31,27774.9,31941.14,13364.95
04/03/2014,Taj Shand,9,9445,10861.75,4844
05/03/2014,Amy Trefl,30,20017.5,23020.13,10677.35
05/03/2014,Anthony Grosse,31,12113.65,13930.7,6567.15
05/03/2014,Archer Lamble,31,27383.85,31491.43,14526.7
05/03/2014,Hudson Hollinworth,26,28274.5,32515.68,14251
05/03/2014,Hudson Onslow,15,8637.2,9932.78,4302.1
05/03/2014,Jack Potter,49,39008.25,44859.49,19728.25
05/03/2014,Kayla Woodcock,21,18758.6,21572.39,8986.6
05/03/2014,Lily Code,22,13665.6,15715.44,6089
05/03/2014,Sophia Hinton,34,26514.4,30491.57,14100.9
05/03/2014,Taj Shand,30,13036.75,14992.26,6014
06/03/2014,Amy Trefl,36,35679,41030.85,15842.5
06/03/2014,Anthony Grosse,16,13773.5,15839.53,5679.5
06/03/2014,Archer Lamble,22,15788,18156.2,7763.5
06/03/2014,Hudson Hollinworth,22,14710.2,16916.73,8263.4
06/03/2014,Hudson Onslow,10,6661.8,7661.07,3619
06/03/2014,Jack Potter,31,13571.1,15606.78,7121
06/03/2014,Kayla Woodcock,11,10816,12438.4,5411.5
06/03/2014,Lily Code,23,14619.3,16812.2,8363.9
06/03/2014,Sophia Hinton,13,8716.25,10023.69,2833.5
06/03/2014,Taj Shand,23,19998,22997.7,11836.6
07/03/2014,Amy Trefl,21,10600.2,12190.23,5258.8
07/03/2014,Anthony Grosse,18,8403.85,9664.44,3701.1
07/03/2014,Archer Lamble,28,13054,15012.1,6058
07/03/2014,Hudson Hollinworth,27,16928.75,19468.06,8504.65
07/03/2014,Hudson Onslow,24,15274.25,17565.39,7929.2
07/03/2014,Jack Potter,16,11866,13645.9,5879
07/03/2014,Kayla Woodcock,16,26791.5,30810.23,13367.5
07/03/2014,Lily Code,27,24712.8,28419.73,10682.8
07/03/2014,Sophia Hinton,19,6265.2,7204.98,2190.5
07/03/2014,Taj Shand,26,39170.25,45045.79,22794.5
08/03/2014,Anthony Grosse,6,5399.1,6208.97,2766.7
08/03/2014,Archer Lamble,6,4671,5371.65,2427
08/03/2014,Hudson Hollinworth,7,1781.6,2048.84,990.7
08/03/2014,Hudson Onslow,9,3496,4020.4,1713.5
08/03/2014,Jack Potter,13,17174,19750.1,8702
08/03/2014,Kayla Woodcock,5,6752.4,7765.26,3779.2
08/03/2014,Lily Code,6,5848.6,6725.89,3174.2
08/03/2014,Taj Shand,11,6005,6905.75,3276
10/03/2014,Amy Trefl,34,26661.6,30660.84,12216.1
10/03/2014,Anthony Grosse,16,9743.15,11204.63,4822.65
10/03/2014,Archer Lamble,43,38651.95,44449.74,18042.15
10/03/2014,Hudson Hollinworth,19,7004,8054.6,3812.5
10/03/2014,Hudson Onslow,17,15593.4,17932.41,7482.3
10/03/2014,Jack Potter,29,29431.5,33846.23,12518.5
10/03/2014,Kayla Woodcock,44,31501.5,36226.73,12750.6
10/03/2014,Lily Code,31,18848,21675.2,9308
10/03/2014,Sophia Hinton,33,17425.4,20039.21,6844.2
10/03/2014,Taj Shand,25,14760.6,16974.69,7370.5
11/03/2014,Amy Trefl,13,10114,11631.1,4376.5
11/03/2014,Anthony Grosse,18,11522.1,13250.42,4642.6
11/03/2014,Archer Lamble,11,18406,21166.9,7782
11/03/2014,Hudson Hollinworth,3,4918,5655.7,2380
11/03/2014,Hudson Onslow,17,27282,31374.3,13630.5
11/03/2014,Jack Potter,24,22421.6,25784.84,14106.3
11/03/2014,Kayla Woodcock,21,8708,10014.2,4026
11/03/2014,Lily Code,5,4158.35,4782.1,2366.8
11/03/2014,Sophia Hinton,7,1761,2025.15,846.5
11/03/2014,Taj Shand,27,29024.4,33378.06,13907.4
12/03/2014,Amy Trefl,15,6596.8,7586.32,3660.5
12/03/2014,Anthony Grosse,13,6703.1,7708.57,2868.7
12/03/2014,Archer Lamble,15,15246.35,17533.3,7349.15
